date,rate
2008-03-26,7.0318268619
2008-03-27,7.0105156468
2008-03-28,7.0120283616
2008-03-29,7.0120283616
2008-03-30,7.0120283616
2008-03-31,7.0120161902
2008-04-01,7.0116219668
2008-04-02,7.0184237462
2008-04-03,7.015779982
2008-04-04,7.0157740745
2008-04-05,7.0157740745
2008-04-06,7.0157740745
2008-04-07,7.0015293443
2008-04-08,7.000828342
2008-04-09,7.0017169019
2008-04-10,6.9916220472
2008-04-11,7.0065054001
2008-04-12,7.0065054001
2008-04-13,7.0065054001
2008-04-14,6.9989917449
2008-04-15,6.992481678
2008-04-16,6.9917754897
2008-04-17,6.9838079637
2008-04-18,6.9934727503
2008-04-19,6.9934727503
2008-04-20,6.9934727503
2008-04-21,7.0
2008-04-22,6.9897056054
2008-04-23,6.982685069
2008-04-24,6.9970194686
2008-04-25,7.0100025648
2008-04-26,7.0100025648
2008-04-27,7.0100025648
2008-04-28,7.0014077297
2008-04-29,6.9849720635
2008-04-30,6.9875160875
2008-05-01,6.9875160875
2008-05-02,6.9875145556
2008-05-03,6.9875145556
2008-05-04,6.9875145556
2008-05-05,6.9879042691
2008-05-06,6.9873132406
2008-05-07,6.987103046
2008-05-08,7.0052127452
2008-05-09,6.9917841894
2008-05-10,6.9917841894
2008-05-11,6.9917841894
2008-05-12,6.9882047959
2008-05-13,6.9888838622
2008-05-14,7.0029794676
2008-05-15,6.9945715394
2008-05-16,6.9890308427
2008-05-17,6.9890308427
2008-05-18,6.9890308427
2008-05-19,6.9752840727
2008-05-20,6.9735277192
2008-05-21,6.9596902177
2008-05-22,6.9430022215
2008-05-23,6.9416846652
2008-05-24,6.9416846652
2008-05-25,6.9416846652
2008-05-26,6.936615697
2008-05-27,6.9479695431
2008-05-28,6.9444302504
2008-05-29,6.9380747219
2008-05-30,6.94202992
2008-05-31,6.94202992
2008-06-01,6.94202992
2008-06-02,6.9329940081
2008-06-03,6.9250304624
2008-06-04,6.9390275443
2008-06-05,6.9465004545
2008-06-06,6.9229980124
2008-06-07,6.9229980124
2008-06-08,6.9229980124
2008-06-09,6.9230233147
2008-06-10,6.9254798403
2008-06-11,6.9184015469
2008-06-12,6.9075047026
2008-06-13,6.901799687
2008-06-14,6.901799687
2008-06-15,6.901799687
2008-06-16,6.9003816547
2008-06-17,6.8915164438
2008-06-18,6.8820757762
2008-06-19,6.8775918868
2008-06-20,6.8800768738
2008-06-21,6.8800768738
2008-06-22,6.8800768738
2008-06-23,6.8739771922
2008-06-24,6.8699254882
2008-06-25,6.865311879
2008-06-26,6.8656792321
2008-06-27,6.8622047244
2008-06-28,6.8622047244
2008-06-29,6.8622047244
2008-06-30,6.8542882517
2008-07-01,6.8561014263
2008-07-02,6.8530304947
2008-07-03,6.8509915014
2008-07-04,6.8589113649
2008-07-05,6.8589113649
2008-07-06,6.8589113649
2008-07-07,6.8690179541
2008-07-08,6.8510231402
2008-07-09,6.8570155902
2008-07-10,6.8428189458
2008-07-11,6.833975371
2008-07-12,6.833975371
2008-07-13,6.833975371
2008-07-14,6.8450179845
2008-07-15,6.8210756723
2008-07-16,6.8113041289
2008-07-17,6.8213136475
2008-07-18,6.8168942843
2008-07-19,6.8168942843
2008-07-20,6.8168942843
2008-07-21,6.8299911716
2008-07-22,6.82172247
2008-07-23,6.8296804523
2008-07-24,6.8289213497
2008-07-25,6.8180373713
2008-07-26,6.8180373713
2008-07-27,6.8180373713
2008-07-28,6.8366569287
2008-07-29,6.8264247055
2008-07-30,6.8271858362
2008-07-31,6.8317852796
2008-08-01,6.8424939001
2008-08-02,6.8424939001
2008-08-03,6.8424939001
2008-08-04,6.8514711551
2008-08-05,6.8556208433
2008-08-06,6.8481715984
2008-08-07,6.8614181372
2008-08-08,6.8588297731
2008-08-09,6.8588297731
2008-08-10,6.8588297731
2008-08-11,6.8577138289
2008-08-12,6.8632186221
2008-08-13,6.857008656
2008-08-14,6.8599986583
2008-08-15,6.8699843845
2008-08-16,6.8699843845
2008-08-17,6.8699843845
2008-08-18,6.8709874864
2008-08-19,6.8655038496
2008-08-20,6.8546219628
2008-08-21,6.8442014311
2008-08-22,6.8333333333
2008-08-23,6.8333333333
2008-08-24,6.8333333333
2008-08-25,6.8481072662
2008-08-26,6.8449787642
2008-08-27,6.8380172005
2008-08-28,6.8274998307
2008-08-29,6.835018663
2008-08-30,6.835018663
2008-08-31,6.835018663
2008-09-01,6.8255933247
2008-09-02,6.8396941306
2008-09-03,6.8434318953
2008-09-04,6.8364853672
2008-09-05,6.8422123956
2008-09-06,6.8422123956
2008-09-07,6.8422123956
2008-09-08,6.8433234839
2008-09-09,6.8380938914
2008-09-10,6.8385128423
2008-09-11,6.8464905985
2008-09-12,6.8450163515
2008-09-13,6.8450163515
2008-09-14,6.8450163515
2008-09-15,6.8450286199
2008-09-16,6.8490222191
2008-09-17,6.8369656918
2008-09-18,6.8340228934
2008-09-19,6.8349957853
2008-09-20,6.8349957853
2008-09-21,6.8349957853
2008-09-22,6.8300048041
2008-09-23,6.8135225036
2008-09-24,6.8236895848
2008-09-25,6.8170068027
2008-09-26,6.8484972678
2008-09-27,6.8484972678
2008-09-28,6.8484972678
2008-09-29,6.8484911841
2008-09-30,6.8484933231
2008-10-01,6.8485192813
2008-10-02,6.8485219017
2008-10-03,6.8484892294
2008-10-04,6.8484892294
2008-10-05,6.8484892294
2008-10-06,6.8429661141
2008-10-07,6.8169014085
2008-10-08,6.8171291239
2008-10-09,6.8204940798
2008-10-10,6.8357021872
2008-10-11,6.8357021872
2008-10-12,6.8357021872
2008-10-13,6.8257936799
2008-10-14,6.8390052356
2008-10-15,6.832
2008-10-16,6.829717924
2008-10-17,6.8340047747
2008-10-18,6.8340047747
2008-10-19,6.8340047747
2008-10-20,6.829931466
2008-10-21,6.8337378641
2008-10-22,6.8340730359
2008-10-23,6.8353629977
2008-10-24,6.8432835821
2008-10-25,6.8432835821
2008-10-26,6.8432835821
2008-10-27,6.8523274478
2008-10-28,6.8389749321
2008-10-29,6.8469851214
2008-10-30,6.8379746835
2008-10-31,6.8395390766
2008-11-01,6.8395390766
2008-11-02,6.8395390766
2008-11-03,6.8380907815
2008-11-04,6.8360374415
2008-11-05,6.8282051282
2008-11-06,6.8249804229
2008-11-07,6.8254938852
2008-11-08,6.8254938852
2008-11-09,6.8254938852
2008-11-10,6.8266232255
2008-11-11,6.825135326
2008-11-12,6.8295291301
2008-11-13,6.8300199601
2008-11-14,6.8242209073
2008-11-15,6.8242209073
2008-11-16,6.8242209073
2008-11-17,6.8269352291
2008-11-18,6.8284201375
2008-11-19,6.8284787082
2008-11-20,6.8344761601
2008-11-21,6.8311379146
2008-11-22,6.8311379146
2008-11-23,6.8311379146
2008-11-24,6.828388006
2008-11-25,6.8260088986
2008-11-26,6.8286818709
2008-11-27,6.8279844961
2008-11-28,6.8349178911
2008-11-29,6.8349178911
2008-11-30,6.8349178911
2008-12-01,6.8848350254
2008-12-02,6.8869811767
2008-12-03,6.882991365
2008-12-04,6.8816957211
2008-12-05,6.8811685748
2008-12-06,6.8811685748
2008-12-07,6.8811685748
2008-12-08,6.8800373425
2008-12-09,6.8735005453
2008-12-10,6.8632882012
2008-12-11,6.8513053348
2008-12-12,6.8427286357
2008-12-13,6.8427286357
2008-12-14,6.8427286357
2008-12-15,6.8500370096
2008-12-16,6.8465303141
2008-12-17,6.835692439
2008-12-18,6.8295019157
2008-12-19,6.8464849354
2008-12-20,6.8464849354
2008-12-21,6.8464849354
2008-12-22,6.8509663565
2008-12-23,6.8484761768
2008-12-24,6.8397001071
2008-12-25,6.8397001071
2008-12-26,6.8397001071
2008-12-27,6.8397001071
2008-12-28,6.8397001071
2008-12-29,6.8526979678
2008-12-30,6.8352957866
2008-12-31,6.8230222031
2009-01-01,6.8230222031
2009-01-02,6.8230203375
2009-01-03,6.8230203375
2009-01-04,6.8230203375
2009-01-05,6.8311736121
2009-01-06,6.8360336034
2009-01-07,6.833983082
2009-01-08,6.8346919292
2009-01-09,6.8355743935
2009-01-10,6.8355743935
2009-01-11,6.8355743935
2009-01-12,6.8370165746
2009-01-13,6.8341125019
2009-01-14,6.8351931982
2009-01-15,6.8363011081
2009-01-16,6.8373775433
2009-01-17,6.8373775433
2009-01-18,6.8373775433
2009-01-19,6.8359126081
2009-01-20,6.8385150812
2009-01-21,6.8378001549
2009-01-22,6.8371072089
2009-01-23,6.8379835873
2009-01-24,6.8379835873
2009-01-25,6.8379835873
2009-01-26,6.8380292533
2009-01-27,6.8380142705
2009-01-28,6.8380090498
2009-01-29,6.8379986271
2009-01-30,6.8380149813
2009-01-31,6.8380149813
2009-02-01,6.8380149813
2009-02-02,6.8486677116
2009-02-03,6.8402988559
2009-02-04,6.8339834608
2009-02-05,6.8366981059
2009-02-06,6.8344013754
2009-02-07,6.8344013754
2009-02-08,6.8344013754
2009-02-09,6.8337945879
2009-02-10,6.8325749981
2009-02-11,6.8332818055
2009-02-12,6.8341775111
2009-02-13,6.8335023006
2009-02-14,6.8335023006
2009-02-15,6.8335023006
2009-02-16,6.8339992166
2009-02-17,6.8394807662
2009-02-18,6.8379644332
2009-02-19,6.8354191263
2009-02-20,6.8371852911
2009-02-21,6.8371852911
2009-02-22,6.8371852911
2009-02-23,6.8359899984
2009-02-24,6.8372639662
2009-02-25,6.8374364986
2009-02-26,6.8400093882
2009-02-27,6.8397658969
2009-02-28,6.8397658969
2009-03-01,6.8397658969
2009-03-02,6.8458240711
2009-03-03,6.8413000396
2009-03-04,6.8430904022
2009-03-05,6.840700916
2009-03-06,6.8400221204
2009-03-07,6.8400221204
2009-03-08,6.8400221204
2009-03-09,6.8400318345
2009-03-10,6.8411953376
2009-03-11,6.8403722822
2009-03-12,6.8388358629
2009-03-13,6.8379697792
2009-03-14,6.8379697792
2009-03-15,6.8379697792
2009-03-16,6.8381383223
2009-03-17,6.8371967238
2009-03-18,6.8347296268
2009-03-19,6.828469022
2009-03-20,6.8277363643
2009-03-21,6.8277363643
2009-03-22,6.8277363643
2009-03-23,6.8316123322
2009-03-24,6.8295698527
2009-03-25,6.830887802
2009-03-26,6.7752627324
2009-03-27,6.8324934186
2009-03-28,6.8324934186
2009-03-29,6.8324934186
2009-03-30,6.8894868491
2009-03-31,6.8336339044
2009-04-01,6.8342895969
2009-04-02,6.8349014337
2009-04-03,6.8347858473
2009-04-04,6.8347858473
2009-04-05,6.8347858473
2009-04-06,6.8347658566
2009-04-07,6.8368162957
2009-04-08,6.8359156526
2009-04-09,6.8347020267
2009-04-10,6.8347020267
2009-04-11,6.8347020267
2009-04-12,6.8347020267
2009-04-13,6.8347020267
2009-04-14,6.8320277192
2009-04-15,6.832232597
2009-04-16,6.8326007881
2009-04-17,6.8325930464
2009-04-18,6.8325930464
2009-04-19,6.8325930464
2009-04-20,6.8335647077
2009-04-21,6.8321991958
2009-04-22,6.8299992276
2009-04-23,6.8298850575
2009-04-24,6.8273125756
2009-04-25,6.8273125756
2009-04-26,6.8273125756
2009-04-27,6.8274285714
2009-04-28,6.8266625616
2009-04-29,6.8254937434
2009-04-30,6.8229755179
2009-05-01,6.8229755179
2009-05-02,6.8229755179
2009-05-03,6.8229755179
2009-05-04,6.8230356198
2009-05-05,6.8198910692
2009-05-06,6.8215733373
2009-05-07,6.8218214473
2009-05-08,6.8218249534
2009-05-09,6.8218249534
2009-05-10,6.8218249534
2009-05-11,6.8229703846
2009-05-12,6.8216034495
2009-05-13,6.8224326507
2009-05-14,6.8249649782
2009-05-15,6.8257878384
2009-05-16,6.8257878384
2009-05-17,6.8257878384
2009-05-18,6.8270342374
2009-05-19,6.8245665589
2009-05-20,6.8249817385
2009-05-21,6.8247040883
2009-05-22,6.8232178643
2009-05-23,6.8232178643
2009-05-24,6.8232178643
2009-05-25,6.8237687366
2009-05-26,6.8306010929
2009-05-27,6.828069923
2009-05-28,6.8280889145
2009-05-29,6.8281316499
2009-05-30,6.8281316499
2009-05-31,6.8281316499
2009-06-01,6.826511955
2009-06-02,6.8310858267
2009-06-03,6.8307172521
2009-06-04,6.8331323164
2009-06-05,6.8329688933
2009-06-06,6.8329688933
2009-06-07,6.8329688933
2009-06-08,6.8370835136
2009-06-09,6.8353750269
2009-06-10,6.8334278826
2009-06-11,6.8347770062
2009-06-12,6.8338331905
2009-06-13,6.8338331905
2009-06-14,6.8338331905
2009-06-15,6.8363898917
2009-06-16,6.83412527
2009-06-17,6.8374277457
2009-06-18,6.8346982759
2009-06-19,6.8362044215
2009-06-20,6.8362044215
2009-06-21,6.8362044215
2009-06-22,6.8356184154
2009-06-23,6.8348118472
2009-06-24,6.8327749661
2009-06-25,6.8347202296
2009-06-26,6.8337826334
2009-06-27,6.8337826334
2009-06-28,6.8337826334
2009-06-29,6.8338312705
2009-06-30,6.8306919485
2009-07-01,6.8330732123
2009-07-02,6.8313758986
2009-07-03,6.8323220787
2009-07-04,6.8323220787
2009-07-05,6.8323220787
2009-07-06,6.834496654
2009-07-07,6.8327270133
2009-07-08,6.8328897202
2009-07-09,6.8316654753
2009-07-10,6.8328177829
2009-07-11,6.8328177829
2009-07-12,6.8328177829
2009-07-13,6.8327012522
2009-07-14,6.8328925738
2009-07-15,6.8315707289
2009-07-16,6.8312809625
2009-07-17,6.8317246274
2009-07-18,6.8317246274
2009-07-19,6.8317246274
2009-07-20,6.831117676
2009-07-21,6.8306967588
2009-07-22,6.8305968572
2009-07-23,6.8309789866
2009-07-24,6.8310255149
2009-07-25,6.8310255149
2009-07-26,6.8310255149
2009-07-27,6.8310323078
2009-07-28,6.8309087076
2009-07-29,6.8313953488
2009-07-30,6.8322778055
2009-07-31,6.8320837459
2009-08-01,6.8320837459
2009-08-02,6.8320837459
2009-08-03,6.8308047263
2009-08-04,6.8302280311
2009-08-05,6.8308813324
2009-08-06,6.8311760612
2009-08-07,6.831789371
2009-08-08,6.831789371
2009-08-09,6.831789371
2009-08-10,6.8343895226
2009-08-11,6.8350275307
2009-08-12,6.8350741002
2009-08-13,6.8336948156
2009-08-14,6.8341961662
2009-08-15,6.8341961662
2009-08-16,6.8341961662
2009-08-17,6.8364837976
2009-08-18,6.8339124885
2009-08-19,6.8341128118
2009-08-20,6.8317770133
2009-08-21,6.8311933008
2009-08-22,6.8311933008
2009-08-23,6.8311933008
2009-08-24,6.8313202541
2009-08-25,6.8318207205
2009-08-26,6.8311142256
2009-08-27,6.8320016821
2009-08-28,6.8301308828
2009-08-29,6.8301308828
2009-08-30,6.8301308828
2009-08-31,6.8305773543
2009-09-01,6.8303758558
2009-09-02,6.8310126582
2009-09-03,6.8304848273
2009-09-04,6.8299677465
2009-09-05,6.8299677465
2009-09-06,6.8299677465
2009-09-07,6.829030007
2009-09-08,6.8274718441
2009-09-09,6.8288114585
2009-09-10,6.8294259196
2009-09-11,6.8289708099
2009-09-12,6.8289708099
2009-09-13,6.8289708099
2009-09-14,6.8289265847
2009-09-15,6.8288960372
2009-09-16,6.8257787472
2009-09-17,6.8264681892
2009-09-18,6.8278816729
2009-09-19,6.8278816729
2009-09-20,6.8278816729
2009-09-21,6.8288988948
2009-09-22,6.8269282815
2009-09-23,6.8260840154
2009-09-24,6.8271939328
2009-09-25,6.8282208589
2009-09-26,6.8282208589
2009-09-27,6.8282208589
2009-09-28,6.8275085324
2009-09-29,6.8280294178
2009-09-30,6.8263334016
2009-10-01,6.8263291836
2009-10-02,6.8263052899
2009-10-03,6.8263052899
2009-10-04,6.8263052899
2009-10-05,6.8262862616
2009-10-06,6.8263143595
2009-10-07,6.8263236695
2009-10-08,6.8263225632
2009-10-09,6.8256271186
2009-10-10,6.8256271186
2009-10-11,6.8256271186
2009-10-12,6.8234337961
2009-10-13,6.8264935414
2009-10-14,6.8264901552
2009-10-15,6.8287136706
2009-10-16,6.8268209025
2009-10-17,6.8268209025
2009-10-18,6.8268209025
2009-10-19,6.8267193994
2009-10-20,6.8265312938
2009-10-21,6.8272903961
2009-10-22,6.8292
2009-10-23,6.8284953395
2009-10-24,6.8284953395
2009-10-25,6.8284953395
2009-10-26,6.8278180971
2009-10-27,6.8295683743
2009-10-28,6.8282042611
2009-10-29,6.8279686232
2009-10-30,6.8275
2009-10-31,6.8275
2009-11-01,6.8275
2009-11-02,6.8279176821
2009-11-03,6.8280120071
2009-11-04,6.8269764921
2009-11-05,6.8276047622
2009-11-06,6.8272776208
2009-11-07,6.8272776208
2009-11-08,6.8272776208
2009-11-09,6.8267485318
2009-11-10,6.8268074302
2009-11-11,6.8258961229
2009-11-12,6.8266318188
2009-11-13,6.8262711864
2009-11-14,6.8262711864
2009-11-15,6.8262711864
2009-11-16,6.8269963248
2009-11-17,6.826487395
2009-11-18,6.8269706492
2009-11-19,6.8284330216
2009-11-20,6.8278096524
2009-11-21,6.8278096524
2009-11-22,6.8278096524
2009-11-23,6.8301042223
2009-11-24,6.8293807202
2009-11-25,6.8272227011
2009-11-26,6.826487957
2009-11-27,6.8283952272
2009-11-28,6.8283952272
2009-11-29,6.8283952272
2009-11-30,6.8271317313
2009-12-01,6.8259917739
2009-12-02,6.8263088138
2009-12-03,6.826984127
2009-12-04,6.8269843377
2009-12-05,6.8269843377
2009-12-06,6.8269843377
2009-12-07,6.8291066477
2009-12-08,6.8274671721
2009-12-09,6.8276002167
2009-12-10,6.8266123557
2009-12-11,6.8276072372
2009-12-12,6.8276072372
2009-12-13,6.8276072372
2009-12-14,6.8282242097
2009-12-15,6.8280035761
2009-12-16,6.828021978
2009-12-17,6.8286272049
2009-12-18,6.827997489
2009-12-19,6.827997489
2009-12-20,6.827997489
2009-12-21,6.8280206013
2009-12-22,6.8280691925
2009-12-23,6.8283833006
2009-12-24,6.8280316711
2009-12-25,6.8280316711
2009-12-26,6.8280316711
2009-12-27,6.8280316711
2009-12-28,6.8299895869
2009-12-29,6.8294186933
2009-12-30,6.8252894406
2009-12-31,6.8270165209
2010-01-01,6.8270165209
2010-01-02,6.8270165209
2010-01-03,6.8270165209
2010-01-04,6.8272986309
2010-01-05,6.827170752
2010-01-06,6.8273867596
2010-01-07,6.8276705817
2010-01-08,6.8275064808
2010-01-09,6.8275064808
2010-01-10,6.8275064808
2010-01-11,6.826404185
2010-01-12,6.8270837649
2010-01-13,6.8268213967
2010-01-14,6.8272815132
2010-01-15,6.8269096981
2010-01-16,6.8269096981
2010-01-17,6.8269096981
2010-01-18,6.8269886561
2010-01-19,6.8273688634
2010-01-20,6.8271299179
2010-01-21,6.8267918089
2010-01-22,6.8268836222
2010-01-23,6.8268836222
2010-01-24,6.8268836222
2010-01-25,6.8268673592
2010-01-26,6.8269080582
2010-01-27,6.8268192155
2010-01-28,6.8269162083
2010-01-29,6.8267936417
2010-01-30,6.8267936417
2010-01-31,6.8267936417
2010-02-01,6.8274275857
2010-02-02,6.8269354954
2010-02-03,6.8265875286
2010-02-04,6.826893912
2010-02-05,6.8271127018
2010-02-06,6.8271127018
2010-02-07,6.8271127018
2010-02-08,6.826691042
2010-02-09,6.8266715116
2010-02-10,6.8302037846
2010-02-11,6.83459688
2010-02-12,6.8329649278
2010-02-13,6.8329649278
2010-02-14,6.8329649278
2010-02-15,6.8330271184
2010-02-16,6.8330280607
2010-02-17,6.8330176308
2010-02-18,6.8329770767
2010-02-19,6.8329758118
2010-02-20,6.8329758118
2010-02-21,6.8329758118
2010-02-22,6.8264347571
2010-02-23,6.8266922
2010-02-24,6.8269727615
2010-02-25,6.8268218548
2010-02-26,6.8260132646
2010-02-27,6.8260132646
2010-02-28,6.8260132646
2010-03-01,6.8263216266
2010-03-02,6.8264688515
2010-03-03,6.8258192215
2010-03-04,6.8263827919
2010-03-05,6.82653512
2010-03-06,6.82653512
2010-03-07,6.82653512
2010-03-08,6.8268921095
2010-03-09,6.826289002
2010-03-10,6.8258633358
2010-03-11,6.8266090649
2010-03-12,6.8254994551
2010-03-13,6.8254994551
2010-03-14,6.8254994551
2010-03-15,6.8259759212
2010-03-16,6.8259127013
2010-03-17,6.8259668508
2010-03-18,6.8261346999
2010-03-19,6.8265426631
2010-03-20,6.8265426631
2010-03-21,6.8265426631
2010-03-22,6.8265904536
2010-03-23,6.8263185147
2010-03-24,6.8266606688
2010-03-25,6.8271188979
2010-03-26,6.8270051674
2010-03-27,6.8270051674
2010-03-28,6.8270051674
2010-03-29,6.826367753
2010-03-30,6.8257676903
2010-03-31,6.8258772906
2010-04-01,6.8263290763
2010-04-02,6.8263290763
2010-04-03,6.8263290763
2010-04-04,6.8263290763
2010-04-05,6.8263290763
2010-04-06,6.8257688862
2010-04-07,6.8256371814
2010-04-08,6.8245336943
2010-04-09,6.823894202
2010-04-10,6.823894202
2010-04-11,6.823894202
2010-04-12,6.8256900994
2010-04-13,6.825590812
2010-04-14,6.8257069409
2010-04-15,6.8259746013
2010-04-16,6.8254894717
2010-04-17,6.8254894717
2010-04-18,6.8254894717
2010-04-19,6.8268314473
2010-04-20,6.8253744624
2010-04-21,6.8274882225
2010-04-22,6.826298823
2010-04-23,6.8275110811
2010-04-24,6.8275110811
2010-04-25,6.8275110811
2010-04-26,6.8265895954
2010-04-27,6.8258088789
2010-04-28,6.8252925632
2010-04-29,6.8258901629
2010-04-30,6.8252346977
2010-05-01,6.8252346977
2010-05-02,6.8252346977
2010-05-03,6.8252001813
2010-05-04,6.8264955306
2010-05-05,6.8262921696
2010-05-06,6.8265891412
2010-05-07,6.8256707987
2010-05-08,6.8256707987
2010-05-09,6.8256707987
2010-05-10,6.8265093685
2010-05-11,6.8290281934
2010-05-12,6.8272899259
2010-05-13,6.8279176929
2010-05-14,6.8267691322
2010-05-15,6.8267691322
2010-05-16,6.8267691322
2010-05-17,6.8276783545
2010-05-18,6.8274058577
2010-05-19,6.8273838631
2010-05-20,6.827874169
2010-05-21,6.8277186525
2010-05-22,6.8277186525
2010-05-23,6.8277186525
2010-05-24,6.8284789644
2010-05-25,6.8309743925
2010-05-26,6.8290681615
2010-05-27,6.831497348
2010-05-28,6.8313145995
2010-05-29,6.8313145995
2010-05-30,6.8313145995
2010-05-31,6.8279028195
2010-06-01,6.8301933361
2010-06-02,6.8299230643
2010-06-03,6.828170851
2010-06-04,6.8287728027
2010-06-05,6.8287728027
2010-06-06,6.8287728027
2010-06-07,6.8321766034
2010-06-08,6.8295092949
2010-06-09,6.82805995
2010-06-10,6.8308011623
2010-06-11,6.8322750886
2010-06-12,6.8322750886
2010-06-13,6.8322750886
2010-06-14,6.8323128419
2010-06-15,6.8330885952
2010-06-16,6.8322880182
2010-06-17,6.8290867912
2010-06-18,6.8262204979
2010-06-19,6.8262204979
2010-06-20,6.8262204979
2010-06-21,6.7975950286
2010-06-22,6.8135911242
2010-06-23,6.8124032271
2010-06-24,6.79970641
2010-06-25,6.7899788515
2010-06-26,6.7899788515
2010-06-27,6.7899788515
2010-06-28,6.7966609936
2010-06-29,6.7976717495
2010-06-30,6.7814359058
2010-07-01,6.7809863725
2010-07-02,6.7711189034
2010-07-03,6.7711189034
2010-07-04,6.7711189034
2010-07-05,6.7758359269
2010-07-06,6.7801097067
2010-07-07,6.7771942389
2010-07-08,6.7760663507
2010-07-09,6.7735221967
2010-07-10,6.7735221967
2010-07-11,6.7735221967
2010-07-12,6.7710785873
2010-07-13,6.7719786777
2010-07-14,6.7744627253
2010-07-15,6.7785313377
2010-07-16,6.775
2010-07-17,6.775
2010-07-18,6.775
2010-07-19,6.778035039
2010-07-20,6.7781065089
2010-07-21,6.7769368807
2010-07-22,6.78
2010-07-23,6.7803365124
2010-07-24,6.7803365124
2010-07-25,6.7803365124
2010-07-26,6.7795220787
2010-07-27,6.7785621116
2010-07-28,6.7780172414
2010-07-29,6.7761114087
2010-07-30,6.7750230273
2010-07-31,6.7750230273
2010-08-01,6.7750230273
2010-08-02,6.7741910809
2010-08-03,6.7730126314
2010-08-04,6.7722247463
2010-08-05,6.7719205097
2010-08-06,6.7682908318
2010-08-07,6.7682908318
2010-08-08,6.7682908318
2010-08-09,6.7670716064
2010-08-10,6.7720246707
2010-08-11,6.7749692686
2010-08-12,6.7850664582
2010-08-13,6.7956871631
2010-08-14,6.7956871631
2010-08-15,6.7956871631
2010-08-16,6.8081903276
2010-08-17,6.7920684292
2010-08-18,6.7916925466
2010-08-19,6.7901994391
2010-08-20,6.7901817324
2010-08-21,6.7901817324
2010-08-22,6.7901817324
2010-08-23,6.8002991184
2010-08-24,6.7971612085
2010-08-25,6.7986204709
2010-08-26,6.7998109194
2010-08-27,6.7982380241
2010-08-28,6.7982380241
2010-08-29,6.7982380241
2010-08-30,6.802992126
2010-08-31,6.8074132492
2010-09-01,6.811484375
2010-09-02,6.8083944453
2010-09-03,6.8038023999
2010-09-04,6.8038023999
2010-09-05,6.8038023999
2010-09-06,6.7874009632
2010-09-07,6.7914312618
2010-09-08,6.7942821139
2010-09-09,6.7831694849
2010-09-10,6.769194499
2010-09-11,6.769194499
2010-09-12,6.769194499
2010-09-13,6.7618154832
2010-09-14,6.7463035019
2010-09-15,6.7421664485
2010-09-16,6.7248050161
2010-09-17,6.7235068913
2010-09-18,6.7235068913
2010-09-19,6.7235068913
2010-09-20,6.7143184947
2010-09-21,6.7079268293
2010-09-22,6.7078718946
2010-09-23,6.707873602
2010-09-24,6.7078735461
2010-09-25,6.7078735461
2010-09-26,6.7078735461
2010-09-27,6.6922905691
2010-09-28,6.690564636
2010-09-29,6.6867974432
2010-09-30,6.6911635404
2010-10-01,6.6911700423
2010-10-02,6.6911700423
2010-10-03,6.6911700423
2010-10-04,6.6912075885
2010-10-05,6.6912191582
